SubstationID,LoadRelayCount,OvercurrentCount,FromDistanceRelayCount,ToDistanceRelayCount,TotalRelayCount,CountLoad,CountLine,CountBus,Longitude,Latitude,Name,ZoneName,AreaName,NomkVMax,GenMWMax,GenMW,GenMvar,LoadMW,LoadMvar,ShuntMW,ShuntMvar
98,1,6,6,7,20,1,5,4,-98.49,33.91,WICHITA FALLS 1,Red River,North,500,726,573.59,-57.99,49.62,14.06,,
99,0,2,2,3,7,0,3,2,-101.24,35.48,WHITE DEER,Panhandle,North,161,80,60,-11.52,,,,
100,1,1,1,1,4,1,2,1,-95.81,33.58,ROXTON,Red River,North,161,0,,,3.8,1.08,,
101,0,2,2,2,6,0,2,2,-99.36,34.29,VERNON 1,Panhandle,North,161,135.4,101.55,-12.3,,,,
102,1,1,1,1,4,1,2,1,-96.6,33.77,DENISON 2,Red River,North,161,0,,,65.62,18.59,0,40.76
103,2,1,1,1,5,2,2,1,-95.74,33.75,SUMNER,Red River,North,161,0,,,10.05,2.85,,
104,1,1,1,2,5,1,3,1,-97.18,33.66,GAINESVILLE,Red River,North,161,0,,,78.36,22.2,0,105.39
105,3,0,0,2,5,3,2,1,-100.25,33.18,ASPERMONT,Panhandle,North,161,0,,,7.11,2.02,,
106,1,1,1,1,4,1,2,1,-98.51,33.8,WICHITA FALLS 5,Red River,North,161,0,,,53.97,15.29,,
107,1,2,2,0,5,1,2,1,-98.46,33.51,WINDTHORST,Red River,North,161,0,,,5.76,1.63,,
108,1,3,3,0,7,1,3,1,-96.74,33.45,HOWE,Red River,North,161,0,,,21.92,6.21,0,126.24
109,0,2,2,2,6,0,2,2,-98.58,33.49,ARCHER 2,Red River,North,161,150,112.5,-2.46,,,,
110,1,1,1,1,4,1,2,1,-96.91,33.54,COLLINSVILLE,Red River,North,161,0,,,9.71,2.75,,
111,0,5,5,5,15,0,4,4,-100.52,32.97,JAYTON,Panhandle,North,161,30,22.5,6.39,,,,
112,0,3,3,1,7,0,2,2,-97.43,33.73,MUENSTER 1,Red River,North,161,112.5,84.38,-4.82,,,,
113,1,1,1,1,4,1,2,1,-100.29,33.99,PADUCAH,Panhandle,North,161,0,,,4.48,1.27,,
114,1,1,1,2,5,1,3,1,-97.96,33.79,NOCONA,Red River,North,161,0,,,16.93,4.8,,
115,1,2,2,0,5,1,2,1,-96.07,33.62,DODD CITY,Red River,North,161,0,,,4.46,1.26,,
116,1,3,3,5,12,1,2,4,-98.59,33.86,WICHITA FALLS 2,Red River,North,161,80,19.94,10.07,59.03,16.73,,
117,1,1,1,1,4,1,2,1,-97.69,33.63,MONTAGUE,Red River,North,161,0,,,2.19,0.62,,
118,1,1,1,1,4,1,2,1,-100.71,33.34,SPUR,Panhandle,North,161,0,,,7.9,2.24,,
119,0,2,2,2,6,0,2,2,-98.5,33.5,ARCHER 1,Red River,North,161,67.6,50.7,-0.29,,,,
120,1,2,2,1,6,1,3,1,-94.89,33.5,ANNONA,Red River,North,161,0,,,2.42,0.69,,
121,1,0,0,2,3,1,2,1,-99.24,33.62,SEYMOUR,Panhandle,North,161,0,,,17.05,4.83,,
122,1,2,2,0,5,1,2,1,-96.47,33.73,DENISON 1,Red River,North,161,0,,,24.11,6.83,,
123,0,3,3,3,9,0,2,3,-101.54,35.35,PANHANDLE 5,Panhandle,North,161,89.5,0,0,,,,
124,0,6,6,5,17,0,3,5,-101.39,33.66,RALLS 1,Panhandle,North,500,160,120,-23.04,,,0,-72.69
125,0,6,6,7,19,0,5,5,-96.62,33.58,SHERMAN 1,Red River,North,500,803.19,0,0,,,,
126,1,1,1,2,5,1,3,1,-96.4,33.49,WHITEWRIGHT,Red River,North,161,0,,,14.4,4.08,,
127,1,1,1,1,4,1,2,1,-96.55,33.6,SHERMAN 2,Red River,North,161,0,,,74.15,21.01,,
128,1,0,0,1,2,1,2,1,-99.64,33.32,ROCHESTER,Panhandle,North,161,0,,,2.14,0.61,,
129,1,1,1,1,4,1,2,1,-98.62,34.1,BURKBURNETT,Red River,North,161,0,,,33.81,9.58,,
130,1,1,1,1,4,1,2,1,-97.38,33.68,MUENSTER 2,Red River,North,161,0,,,8.59,2.43,0,52.71
131,2,2,2,0,6,2,2,1,-98.88,33.53,ARCHER CITY,Red River,North,161,0,,,13.95,3.95,,
132,1,1,1,1,4,1,2,1,-98.26,34.01,PETROLIA,Red River,North,161,0,,,4.54,1.29,,
133,1,9,9,11,30,1,6,8,-95.59,33.63,PARIS 1,Red River,North,500,1108.32,1105.25,-107.33,70.78,20.05,,
134,1,1,1,1,4,1,2,1,-95.15,33.8,BAGWELL,Red River,North,161,0,,,2.33,0.66,,
135,1,2,2,1,6,1,3,1,-96,33.78,TELEPHONE,Red River,North,161,0,,,6.72,1.9,,
136,0,1,1,1,3,0,2,1,-101.37,35.44,PANHANDLE 1,Panhandle,North,161,181.7,136.28,-26.16,,,,
137,1,1,1,0,3,1,2,1,-96.55,33.44,VAN ALSTYNE,Red River,North,161,0,,,21.29,6.03,,
138,1,2,2,1,6,1,3,1,-96.89,33.46,TIOGA,Red River,North,161,0,,,4.06,1.15,,
139,1,2,2,0,5,1,2,1,-97.13,33.46,VALLEY VIEW,Red River,North,161,0,,,14.24,4.03,,
140,0,5,5,2,12,0,5,2,-100.54,35.65,MIAMI,Panhandle,North,500,288.6,216.45,-1,,,0,-199.94
141,1,2,2,2,7,1,4,1,-96.31,33.44,TRENTON,Red River,North,161,0,,,6.63,1.88,,
142,1,3,3,3,10,1,2,3,-99.65,33.12,HASKELL,Panhandle,North,161,0,,,11.94,3.38,0,10.34
143,1,1,1,1,4,1,2,1,-97.54,33.74,SAINT JO,Red River,North,161,0,,,5.68,1.61,,
144,1,4,4,2,11,1,3,2,-99.16,30.04,KERRVILLE,Hill Country,West,230,0,,,112.86,31.98,,
145,0,2,2,2,6,0,2,2,-100.34,32.36,SWEETWATER 4,Abilene,West,115,37.5,28.13,-5.4,,,,
146,3,1,1,1,6,3,2,1,-99.68,29.64,LEAKEY,Hill Country,West,115,0,,,7.34,2.08,,
147,1,1,1,1,4,1,2,1,-100.12,32.86,HAMLIN,Abilene,West,115,0,,,7.35,2.08,,
148,1,3,3,0,7,1,3,1,-100.03,32.47,MERKEL 3,Abilene,West,115,0,,,14.96,4.24,,
149,2,1,1,2,6,2,3,1,-99.57,31.74,COLEMAN,Abilene,West,115,0,,,19.81,5.61,,
150,1,1,1,2,5,1,3,1,-100.56,30.44,SONORA,Hill Country,West,115,0,,,12.54,3.55,,
151,1,1,1,1,4,1,2,1,-100.08,29.67,CAMP WOOD,Hill Country,West,115,0,,,4.67,1.32,,
152,2,2,2,0,6,2,2,1,-98.92,30.65,LLANO,Hill Country,West,115,0,,,27.14,7.69,,
153,1,1,1,1,4,1,2,1,-98.71,30.44,WILLOW CITY,Hill Country,West,115,0,,,0.56,0.16,,
154,1,1,1,1,4,1,2,1,-99.67,32.34,ABILENE 4,Abilene,West,115,0,,,64.56,18.29,0,67.47
155,1,1,1,0,3,1,2,1,-98.44,30.67,KINGSLAND,Hill Country,West,115,0,,,22,6.23,,
156,1,3,3,0,7,1,3,1,-100.57,32.42,ROSCOE 6,Abilene,West,115,0,,,5.36,1.52,,
157,0,4,4,2,10,0,4,2,-100.27,32.2,BLACKWELL,Abilene,West,115,169.5,127.13,-0.17,,,,
158,0,5,5,7,17,0,6,3,-100.68,31.09,CHRISTOVAL,Abilene,West,230,150,112.5,1.34,,,0,43.45
159,2,1,1,1,5,2,3,1,-99.69,32.87,LUEDERS,Abilene,West,115,0,,,1.94,0.55,,
160,1,0,0,2,3,1,2,1,-100.92,32.31,COLORADO CITY,Abilene,West,115,0,,,24.59,6.97,,
161,1,2,2,1,6,1,3,1,-99.85,32.94,STAMFORD,Abilene,West,115,0,,,10.41,2.95,0,52.73
162,1,1,1,1,4,1,2,1,-100.6,30.88,ELDORADO,Hill Country,West,115,0,,,10.13,2.87,,
163,1,2,2,1,6,1,3,1,-98.76,31.16,SAN SABA,Hill Country,West,115,0,,,13.67,3.87,,
164,0,4,4,2,10,0,2,3,-99.49,32.63,ABILENE 2,Abilene,West,230,200,150,36.96,,,,
165,1,1,1,1,4,1,2,1,-98.38,31.26,LOMETA,Hill Country,West,115,0,,,4.87,1.38,,
166,1,1,1,1,4,1,2,1,-100.32,31.51,SAN ANGELO 1,Abilene,West,115,0,,,129.72,36.75,0,82.88
167,1,2,2,1,6,1,3,1,-99.83,32.27,TUSCOLA,Abilene,West,115,0,,,14.73,4.17,,
168,1,1,1,1,4,1,2,1,-99.93,32.33,ABILENE 7,Abilene,West,115,0,,,72.86,20.64,,
169,0,2,2,2,6,0,2,2,-101,32.72,SNYDER 1,Abilene,West,115,130.5,97.87,17.14,,,,
170,1,2,2,0,5,1,2,1,-99.08,30.94,CHEROKEE,Hill Country,West,115,0,,,3.47,0.98,,
171,2,1,1,2,6,2,3,1,-99.14,31.52,RICHLAND SPRINGS,Hill Country,West,115,0,,,5.8,1.64,,
172,0,4,4,4,12,0,4,3,-100.67,32.47,ROSCOE 2,Abilene,West,230,209,156.75,43.36,,,,
173,1,0,0,2,3,1,2,1,-99.93,31.74,BALLINGER,Abilene,West,115,0,,,14.61,4.14,,
174,2,7,7,6,22,2,5,5,-100.69,32.05,SILVER,Abilene,West,230,537.7,0,0,8.75,2.48,,
175,0,11,11,6,28,0,11,3,-100.53,32.31,ROSCOE 5,Abilene,West,500,241,180.75,51.33,,,0,329.9
176,1,2,2,1,6,1,3,1,-99.91,32.75,ANSON,Abilene,West,115,0,,,10.58,3,,
177,2,3,3,5,13,2,4,2,-101.21,29.84,DEL RIO,Hill Country,West,230,0,,,145.29,41.17,0,88.39
178,1,2,2,1,6,1,3,1,-99.63,30.1,HUNT,Hill Country,West,115,0,,,8.08,2.29,,
179,0,7,7,6,20,0,5,5,-100.06,32.21,WINGATE,Abilene,West,230,735.51,551.64,82.49,,,,
180,0,7,7,9,23,0,6,6,-100.93,31.93,STERLING CITY 1,Abilene,West,230,662.52,496.88,61.45,,,,
181,0,2,2,3,7,0,3,2,-100.48,32.24,ROSCOE 4,Abilene,West,115,80.5,60.37,-11.59,,,,
182,1,1,1,2,5,1,3,1,-99.62,31.18,BRADY,Hill Country,West,115,0,,,22.03,6.24,,
183,0,4,4,2,10,0,4,2,-100.24,32.43,TRENT 1,Abilene,West,115,150,112.5,25.59,,,,
184,1,2,2,0,5,1,2,1,-99.75,32.12,OVALO,Abilene,West,115,0,,,3.81,1.08,,
185,0,2,2,3,7,0,3,2,-100.1,32.29,NOLAN,Abilene,West,115,170.2,127.65,-24.51,,,,
186,1,1,1,2,5,1,3,1,-100.19,31.59,MILES,Abilene,West,115,0,,,5.98,1.7,,
187,0,3,3,2,8,0,3,2,-100.21,29.23,BRACKETTVILLE 2,Hill Country,West,115,99.8,74.85,-7.14,,,,
188,1,1,1,1,4,1,2,1,-99.57,30.84,MASON,Hill Country,West,115,0,,,12.18,3.45,,
189,1,0,0,2,3,1,2,1,-100.44,29.4,BRACKETTVILLE 3,Hill Country,West,115,0,,,10.79,3.06,,
190,1,2,2,2,7,1,4,1,-99.82,32.36,ABILENE 6,Abilene,West,115,0,,,68.66,19.45,,
191,0,5,5,7,17,0,6,4,-100.67,32.59,HERMLEIGH,Abilene,West,230,249,186.75,33.97,,,,
192,0,4,4,4,12,0,4,3,-100.18,32.32,MERKEL 1,Abilene,West,230,232.5,174.37,-8.93,,,,
193,0,5,5,2,12,0,3,3,-100.74,32.44,LORAINE 1,Abilene,West,115,150,56.25,-1.69,,,,
194,0,6,6,8,20,0,8,5,-99.66,32.51,ABILENE 1,Abilene,West,230,200,150,18.47,,,0,202.37
195,1,1,1,1,4,1,2,1,-100.29,29.99,ROCKSPRINGS,Hill Country,West,115,0,,,5.05,1.43,,
196,0,1,1,4,6,0,3,2,-100.06,32.31,MERKEL 2,Abilene,West,115,120.6,90.45,19.62,,,,
197,0,3,3,6,12,0,3,3,-101.15,32.95,FLUVANNA 2,Abilene,West,230,160,120,17.91,,,,
198,1,2,2,1,6,1,3,1,-99.91,32.42,DYESS AFB,Abilene,West,115,0,,,12.08,3.42,,
199,1,1,1,2,5,1,3,1,-99.83,32.63,HAWLEY,Abilene,West,115,0,,,8.53,2.42,,
200,3,0,0,2,5,3,3,1,-98.47,30.94,BUCHANAN DAM 2,Hill Country,West,115,0,,,9.43,2.67,,
201,1,1,1,2,5,1,3,1,-99.67,32.58,ABILENE 3,Abilene,West,115,0,,,75.26,21.32,,
202,2,0,0,2,4,2,2,1,-100.21,32.29,SWEETWATER 5,Abilene,West,115,0,,,39.32,11.14,,
203,0,3,3,2,8,0,2,3,-98.39,30.73,BUCHANAN DAM 1,Hill Country,West,115,207.3,97.52,-3.43,,,,
204,1,0,0,2,3,1,2,1,-99.35,30.16,INGRAM,Hill Country,West,115,0,,,14.87,4.21,,
205,1,2,2,0,5,1,2,1,-98.01,31.09,KEMPNER,Hill Country,West,115,0,,,23.52,6.66,,
206,0,2,2,2,6,0,2,2,-101.22,32.93,FLUVANNA 1,Abilene,West,115,84,63,11.92,,,,
207,0,3,3,3,9,0,2,3,-100.79,31.95,STERLING CITY 2,Abilene,West,115,149.6,112.2,-5.39,,,,
208,2,3,3,0,8,2,3,1,-100.56,31.27,SAN ANGELO 2,Abilene,West,115,0,,,98.31,27.85,,
209,2,1,1,2,6,2,3,1,-100.5,32.89,ROTAN,Abilene,West,115,0,,,9.58,2.71,,
210,0,4,4,2,10,0,2,3,-100.74,32.74,SYNDER,Abilene,West,115,183,137.25,-13.62,,,,
211,0,1,1,3,5,0,2,2,-100.38,29.33,BRACKETTVILLE 1,Hill Country,West,115,39.6,29.7,0,,,,
212,0,3,3,2,8,0,3,2,-100.58,32.5,ROSCOE 1,Abilene,West,115,197,147.75,-13.3,,,,
213,1,1,1,1,4,1,2,1,-100.02,29.15,UVALDE,Hill Country,West,115,0,,,66.07,18.72,,
214,1,0,0,2,3,1,3,1,-98.88,30.28,FREDERICKSBURG,Hill Country,West,115,0,,,64.54,18.29,0,47.7
215,1,1,1,1,4,1,2,1,-99.72,32.46,ABILENE 5,Abilene,West,115,0,,,91.26,25.86,,
216,1,3,3,0,7,1,3,1,-99.63,29.3,SABINAL,Hill Country,West,115,0,,,9.96,2.82,0,42.77
217,0,0,0,2,2,0,2,1,-100.42,32.29,SWEETWATER 2,Abilene,West,115,135,101.25,-19.44,,,,
218,1,0,0,2,3,1,2,1,-100.71,32.4,LORAINE 2,Abilene,West,115,0,,,2.82,0.8,,
219,0,1,1,1,3,0,2,1,-100.65,32.4,ROSCOE 3,Abilene,West,115,126.5,94.88,-18.22,,,,
220,4,1,1,2,8,4,3,1,-101.06,31.8,SAN ANGELO 3,Abilene,West,115,0,,,92.15,26.11,,
221,0,0,0,3,3,0,3,1,-100.02,32.3,TUSOCOLA,Abilene,West,115,114,85.5,22.85,,,,
222,1,2,2,0,5,1,2,1,-99.9,31.22,EDEN,Hill Country,West,115,0,,,9.56,2.71,,
223,1,6,6,6,19,1,6,4,-100.95,32.75,SNYDER 2,Abilene,West,230,153.9,0,0,46.96,13.3,,
224,0,2,2,1,5,0,3,1,-100.13,32.41,SWEETWATER 1,Abilene,West,115,101.2,75.9,21.56,,,,
225,2,2,2,1,7,2,3,1,-100.11,30.9,MENARD,Hill Country,West,115,0,,,10.95,3.1,,
226,3,2,2,0,7,3,2,1,-100.17,31.86,WINTERS,Abilene,West,115,0,,,14.92,4.23,,
227,1,1,1,2,5,1,3,1,-99.69,32.05,GOLDSBORO,Abilene,West,115,0,,,0.22,0.06,,
